指标名称,中国:国债到期收益率:10年,中国:国债到期收益率:1年,中国:国债到期收益率:5年,中国:国债到期收益率:3年
频率,日,日,日,日
单位,%,%,%,%
指标ID,M1001654,M1001646,M1001650,M1001648
来源,中证指数公司,中证指数公司,中证指数公司,中证指数公司
2021-10-13,2.9635,2.3499,2.8053,2.6413
2021-10-14,2.9564,2.336,2.8028,2.6333
2021-10-15,2.9619,2.3371,2.815,2.6441
2021-10-18,3.0295,2.3761,2.8808,2.7136
2021-10-19,3.005,2.3819,2.8705,2.7096
2021-10-20,3.0068,2.3767,2.8687,2.6991
2021-10-21,2.9644,2.3683,2.8372,2.6599
2021-10-22,2.976,2.3553,2.8431,2.6512
2021-10-25,2.9815,2.3463,2.8518,2.6684
2021-10-26,2.9787,2.3499,2.8395,2.6626
2021-10-27,2.9709,2.3418,2.842,2.6668
2021-10-28,2.9639,2.3346,2.8393,2.676
2021-10-29,2.9692,2.3364,2.8494,2.6845
2021-11-01,2.9426,2.3554,2.8295,2.6783
2021-11-02,2.9172,2.3056,2.794,2.6526
2021-11-03,2.9329,2.301,2.7944,2.6507
2021-11-04,2.9288,2.3003,2.7896,2.6442
2021-11-05,2.8914,2.2939,2.7425,2.6081
2021-11-08,2.8938,2.2821,2.7404,2.6191
2021-11-09,2.8936,2.2938,2.753,2.6239
2021-11-10,2.9009,2.2812,2.7537,2.6243
2021-11-11,2.9287,2.2857,2.7722,2.6393
2021-11-12,2.9287,2.276,2.7696,2.634
2021-11-15,2.9168,2.2741,2.7527,2.6152
2021-11-16,2.9173,2.2666,2.7535,2.6076
2021-11-17,2.9223,2.2857,2.759,2.6108
2021-11-18,2.9103,2.2957,2.7476,2.6064
2021-11-19,2.9303,2.2619,2.7693,2.6215
2021-11-22,2.9151,2.2574,2.7457,2.5934
2021-11-23,2.8909,2.2797,2.7503,2.6048
2021-11-24,2.8554,2.2659,2.7178,2.5705
2021-11-25,2.85,2.2528,2.7159,2.5783
2021-11-26,2.825,2.2383,2.6856,2.5556
2021-11-29,2.8275,2.2437,2.6963,2.5648
2021-11-30,2.83,2.2182,2.7048,2.5876
2021-12-01,2.8375,2.2445,2.7153,2.5927
2021-12-02,2.8575,2.2473,2.7399,2.6095
2021-12-03,2.8725,2.2552,2.7655,2.6284
2021-12-06,2.815,2.2463,2.6987,2.5758
2021-12-07,2.845,2.2555,2.7267,2.6048
2021-12-08,2.8575,2.2657,2.7468,2.6139
2021-12-09,2.8524,2.2768,2.7367,2.6056
2021-12-10,2.8425,2.3008,2.7221,2.5956
2021-12-13,2.8575,2.2813,2.7274,2.5961
2021-12-14,2.8425,2.2771,2.7059,2.5684
2021-12-15,2.845,2.3007,2.6992,2.5649
2021-12-16,2.8574,2.2957,2.7149,2.5749
2021-12-17,2.8475,2.3052,2.7079,2.5628
2021-12-20,2.8549,2.3354,2.7329,2.5885
2021-12-21,2.8524,2.3794,2.7372,2.5981
2021-12-22,2.831,2.3603,2.7044,2.5739
2021-12-23,2.8124,2.3372,2.6725,2.5476
2021-12-24,2.8199,2.339,2.6839,2.5508
2021-12-27,2.8124,2.3548,2.6742,2.5434
2021-12-28,2.8059,2.3466,2.6695,2.5349
2021-12-29,2.7899,2.3158,2.6452,2.519
2021-12-30,2.7599,2.2918,2.6129,2.4602
2021-12-31,2.7699,2.2321,2.6119,2.4551
2022-01-04,2.7874,2.2382,2.617,2.4449
2022-01-05,2.8,2.2223,2.6295,2.4534
2022-01-06,2.8205,2.2283,2.662,2.4832
2022-01-07,2.8175,2.2184,2.6623,2.4788
2022-01-10,2.8,2.2015,2.6298,2.4521
2022-01-11,2.7975,2.195,2.6153,2.4213
2022-01-12,2.796,2.1806,2.6115,2.4194
2022-01-13,2.792,2.1821,2.6078,2.4262
2022-01-14,2.7888,2.1826,2.6085,2.4235
2022-01-17,2.7869,2.1548,2.594,2.4085
2022-01-18,2.757,2.1301,2.527,2.3491
2022-01-19,2.7236,2.0524,2.4802,2.2979
2022-01-20,2.7312,2.0271,2.4834,2.3033
2022-01-21,2.7141,2.0003,2.4356,2.272
2022-01-24,2.6878,1.9504,2.4022,2.2127
2022-01-25,2.6882,1.9605,2.4284,2.2414
2022-01-26,2.7202,1.9941,2.4747,2.2801
2022-01-27,2.7321,1.9939,2.4845,2.2822
2022-01-28,2.7151,1.9729,2.4419,2.2611
2022-02-07,2.7306,1.9401,2.464,2.2719
2022-02-08,2.7221,1.9199,2.4624,2.2715
2022-02-09,2.7379,1.8928,2.4852,2.2993
2022-02-10,2.7358,1.8748,2.4417,2.2869
2022-02-11,2.7933,1.9215,2.5092,2.3528
2022-02-14,2.7995,1.8886,2.5081,2.3375
2022-02-15,2.7962,1.8901,2.5135,2.3288
2022-02-16,2.7982,1.8832,2.5139,2.3276
2022-02-17,2.7812,1.9137,2.4893,2.2896
2022-02-18,2.8025,1.9747,2.505,2.2962
2022-02-21,2.8397,2.0206,2.5617,2.3159
2022-02-22,2.842,2.0726,2.5916,2.3446
2022-02-23,2.8185,2.0868,2.569,2.3405
2022-02-24,2.7984,2.0849,2.5394,2.3244
2022-02-25,2.7929,2.0632,2.54,2.3155
2022-02-28,2.7926,2.022,2.5092,2.2896
2022-03-01,2.816,2.0515,2.5297,2.3142
2022-03-02,2.8305,2.0806,2.5596,2.3554
2022-03-03,2.8527,2.1101,2.58,2.3864
2022-03-04,2.8273,2.1064,2.5812,2.3587
2022-03-07,2.831,2.0881,2.5727,2.3317
2022-03-08,2.8309,2.087,2.536,2.3118
2022-03-09,2.8599,2.133,2.5696,2.322
2022-03-10,2.8626,2.1318,2.5851,2.3167
2022-03-11,2.8252,2.1455,2.568,2.337
2022-03-14,2.7784,2.1166,2.49,2.2823
2022-03-15,2.8231,2.1615,2.5503,2.3308
2022-03-16,2.8151,2.1934,2.5723,2.3576
2022-03-17,2.8086,2.1929,2.5649,2.368
2022-03-18,2.7973,2.1664,2.5408,2.3381
2022-03-21,2.8085,2.1879,2.574,2.3793
2022-03-22,2.8353,2.2066,2.6126,2.4412
2022-03-23,2.8279,2.1799,2.6041,2.4587
2022-03-24,2.8054,2.1849,2.5942,2.4463
2022-03-25,2.7973,2.1844,2.5798,2.4288
2022-03-28,2.7904,2.2015,2.5881,2.4375
2022-03-29,2.7925,2.1946,2.6013,2.44
2022-03-30,2.77,2.1881,2.5664,2.427
2022-03-31,2.7874,2.1564,2.5799,2.4283
2022-04-01,2.7729,2.144,2.5505,2.4009
2022-04-06,2.7649,2.1255,2.5268,2.3548
2022-04-07,2.7449,2.1085,2.5116,2.3423
2022-04-08,2.7499,2.1033,2.5269,2.3536
2022-04-11,2.7674,2.1118,2.5564,2.3569
2022-04-12,2.7624,2.1099,2.5464,2.3634
2022-04-13,2.7598,2.109,2.5574,2.3908
2022-04-14,2.7598,2.0688,2.5417,2.3593
2022-04-15,2.7624,2.0451,2.5228,2.3418
2022-04-18,2.8024,2.0564,2.5745,2.3797
2022-04-19,2.8149,2.0687,2.5902,2.3851
2022-04-20,2.8289,2.0413,2.6106,2.4087
2022-04-21,2.8259,2.0278,2.6115,2.3987
2022-04-22,2.8348,1.9753,2.6238,2.4216
2022-04-25,2.8198,1.8889,2.6079,2.4014
2022-04-26,2.8247,1.9395,2.5909,2.4012
2022-04-27,2.8398,2.0767,2.6035,2.4359
2022-04-28,2.8474,2.1083,2.6313,2.4505
2022-04-29,2.8349,2.1124,2.6191,2.4398
2022-05-05,2.8298,2.1147,2.6108,2.44
2022-05-06,2.8249,2.0461,2.6211,2.4458
2022-05-09,2.8198,2.0427,2.6144,2.4438
2022-05-10,2.8023,2.0305,2.5773,2.4129
2022-05-11,2.8223,2.0499,2.5952,2.4192
2022-05-12,2.81,2.0297,2.5808,2.3954
2022-05-13,2.8152,2.0112,2.5863,2.3943
2022-05-16,2.8225,2.0056,2.5924,2.3937
2022-05-17,2.8156,1.9869,2.5707,2.3599
2022-05-18,2.8069,1.935,2.5461,2.3403
2022-05-19,2.8071,1.9306,2.5463,2.3454
2022-05-20,2.8152,1.9468,2.5489,2.3594
2022-05-23,2.8003,1.9538,2.5373,2.3454
2022-05-24,2.7987,1.9603,2.5381,2.3459
2022-05-25,2.7891,1.9749,2.5372,2.3548
2022-05-26,2.7419,1.9297,2.4821,2.3089
2022-05-27,2.7084,1.9119,2.4813,2.3134
2022-05-30,2.7228,1.9235,2.511,2.3427
2022-05-31,2.7425,1.9267,2.544,2.3673
2022-06-01,2.75,1.9326,2.5543,2.3733
2022-06-02,2.76,1.9541,2.5652,2.3788
2022-06-06,2.7725,2.0088,2.5958,2.4054
2022-06-07,2.76,2.0242,2.5832,2.4059
2022-06-08,2.765,2.0089,2.5817,2.395
2022-06-09,2.7575,2.0067,2.572,2.3851
2022-06-10,2.76,2.0069,2.581,2.3511
2022-06-13,2.7625,2.0132,2.5873,2.3621
2022-06-14,2.77,2.0401,2.5934,2.3625
2022-06-15,2.7777,2.037,2.6069,2.3863
2022-06-16,2.773,2.0373,2.5995,2.3947
2022-06-17,2.7675,2.0127,2.5799,2.3707
2022-06-20,2.7826,2.0086,2.6102,2.3911
2022-06-21,2.7826,2.0075,2.6155,2.4033
2022-06-22,2.775,1.9991,2.6,2.4
2022-06-23,2.7799,2.0066,2.6054,2.3892
2022-06-24,2.7925,2.0086,2.6161,2.3794
2022-06-27,2.835,2.0448,2.67,2.4521
2022-06-28,2.8428,2.0265,2.6811,2.4516
2022-06-29,2.8375,2.0342,2.6715,2.4633
2022-06-30,2.8109,2.0163,2.6447,2.441
2022-07-01,2.8124,2.002,2.6403,2.4389
2022-07-04,2.8429,2.0471,2.6954,2.4905
2022-07-05,2.8373,2.0425,2.7023,2.5054
2022-07-06,2.8298,2.03,2.6848,2.5
2022-07-07,2.8348,2.0304,2.6874,2.5006
2022-07-08,2.8408,2.024,2.6834,2.4983
2022-07-11,2.8279,2.0202,2.6603,2.4694
2022-07-12,2.8124,2.018,2.6269,2.4297
2022-07-13,2.8049,2.0116,2.6117,2.4266
2022-07-14,2.7924,1.9827,2.5972,2.4075
2022-07-15,2.782,1.9595,2.5831,2.3883
2022-07-18,2.785,1.9388,2.5842,2.3849
2022-07-19,2.7855,1.9358,2.589,2.3858
2022-07-20,2.7733,1.9341,2.5767,2.3758
2022-07-21,2.7608,1.9299,2.5546,2.3585
2022-07-22,2.7838,1.9155,2.5699,2.3714
2022-07-25,2.7771,1.9063,2.5544,2.3618
2022-07-26,2.7697,1.8826,2.5384,2.3355
2022-07-27,2.7745,1.8661,2.5488,2.3394
2022-07-28,2.7845,1.8754,2.5684,2.3667
2022-07-29,2.754,1.851,2.5343,2.3228
2022-08-01,2.731,1.8197,2.5169,2.293
2022-08-02,2.7279,1.7691,2.5098,2.2843
2022-08-03,2.7284,1.763,2.4957,2.2651
2022-08-04,2.7268,1.7357,2.453,2.2576
2022-08-05,2.7356,1.7575,2.4608,2.2629
2022-08-08,2.7406,1.788,2.4669,2.2686
2022-08-09,2.7418,1.86,2.4843,2.3154
2022-08-10,2.7416,1.8619,2.492,2.3256
2022-08-11,2.7364,1.8763,2.4895,2.339
2022-08-12,2.7415,1.862,2.4949,2.3355
2022-08-15,2.6591,1.7084,2.3935,2.241
2022-08-16,2.6365,1.7005,2.386,2.2314
2022-08-17,2.6447,1.7118,2.389,2.2453
2022-08-18,2.6102,1.7154,2.3695,2.2201
2022-08-19,2.58,1.7236,2.3671,2.224
2022-08-22,2.585,1.714,2.3826,2.2232
2022-08-23,2.605,1.7522,2.4148,2.2612
2022-08-24,2.605,1.7785,2.413,2.2505
2022-08-25,2.631,1.7887,2.4332,2.2618
2022-08-26,2.64,1.8145,2.4387,2.2706
2022-08-29,2.6375,1.7971,2.4299,2.2505
2022-08-30,2.612,1.75,2.4107,2.22
2022-08-31,2.6276,1.7301,2.4147,2.2
2022-09-01,2.6128,1.7302,2.3921,2.1869
2022-09-02,2.6127,1.7199,2.3927,2.1774
2022-09-05,2.6153,1.7049,2.3939,2.1733
2022-09-06,2.6125,1.7119,2.3915,2.1736
2022-09-07,2.6115,1.7055,2.3921,2.1717
2022-09-08,2.6255,1.7342,2.3999,2.1793
2022-09-09,2.6452,1.7562,2.4259,2.1824
2022-09-13,2.64,1.7579,2.4295,2.1888
2022-09-14,2.6625,1.78,2.4471,2.2116
2022-09-15,2.6651,1.813,2.4548,2.2171
2022-09-16,2.6773,1.811,2.4715,2.2579
2022-09-19,2.6725,1.8281,2.4701,2.2611
2022-09-20,2.662,1.8421,2.4455,2.2535
2022-09-21,2.6437,1.838,2.4362,2.2415
2022-09-22,2.644,1.825,2.4343,2.232
2022-09-23,2.6634,1.8381,2.4646,2.2429
2022-09-26,2.6975,1.8636,2.4998,2.275
2022-09-27,2.6838,1.865,2.5149,2.2932
2022-09-28,2.7125,1.876,2.5172,2.2932
2022-09-29,2.7529,1.9032,2.5469,2.3157
2022-09-30,2.75,1.9024,2.5595,2.3252
2022-10-10,2.732,1.8063,2.5258,2.2741
2022-10-11,2.745,1.8059,2.535,2.2895
2022-10-12,2.7366,1.8051,2.5302,2.2844
2022-10-13,2.7273,1.8033,2.5159,2.2808
2022-10-14,2.6975,1.785,2.488,2.2602
2022-10-17,2.7075,1.7911,2.4908,2.2663
2022-10-18,2.7005,1.783,2.4933,2.267
2022-10-19,2.705,1.784,2.4726,2.2555
2022-10-20,2.7255,1.7967,2.5109,2.2677
2022-10-21,2.7304,1.7849,2.4944,2.2726
2022-10-24,2.7154,1.788,2.4879,2.2723
2022-10-25,2.7277,1.7869,2.5031,2.2881
2022-10-26,2.7231,1.7854,2.4884,2.2765
2022-10-27,2.696,1.7619,2.4608,2.2475
2022-10-28,2.6717,1.7431,2.4366,2.237
2022-10-31,2.641,1.7312,2.425,2.2206
2022-11-01,2.6674,1.7476,2.4528,2.2493
2022-11-02,2.6779,1.7648,2.4607,2.2541
2022-11-03,2.6769,1.76,2.456,2.259
2022-11-04,2.6949,1.7631,2.4813,2.2857
2022-11-07,2.6973,1.7576,2.4848,2.2791
2022-11-08,2.6899,1.7782,2.4921,2.3079
2022-11-09,2.6923,1.8065,2.4948,2.3125
2022-11-10,2.6998,1.8389,2.5027,2.3099
2022-11-11,2.7349,1.9125,2.5355,2.3537
2022-11-14,2.8348,2.0759,2.6383,2.4744
2022-11-15,2.8174,2.11,2.6434,2.4836
2022-11-16,2.8372,2.1813,2.6877,2.5176
2022-11-17,2.8071,2.1955,2.6499,2.5218
2022-11-18,2.8173,2.1762,2.6393,2.4803
2022-11-21,2.82,2.1395,2.6102,2.451
2022-11-22,2.825,2.1319,2.6157,2.4532
2022-11-23,2.8174,2.121,2.5814,2.4116
2022-11-24,2.8016,2.0528,2.5628,2.3542
2022-11-25,2.8372,2.0932,2.6127,2.4163
2022-11-28,2.8639,2.0825,2.6485,2.4403
2022-11-29,2.8854,2.1165,2.7084,2.47
2022-11-30,2.8802,2.1416,2.694,2.4592
2022-12-01,2.8727,2.1445,2.6791,2.4617
2022-12-02,2.8653,2.1632,2.6696,2.4437
2022-12-05,2.8804,2.1396,2.6832,2.4479
2022-12-06,2.913,2.1486,2.7251,2.4785
2022-12-07,2.8858,2.175,2.7138,2.5086
2022-12-08,2.8708,2.252,2.699,2.4916
2022-12-09,2.8958,2.2818,2.7287,2.5088
2022-12-12,2.8936,2.3043,2.7343,2.5247
2022-12-13,2.901,2.3347,2.7589,2.5799
2022-12-14,2.8704,2.2986,2.696,2.5251
2022-12-15,2.8815,2.2928,2.7001,2.5204
2022-12-16,2.8813,2.2974,2.6904,2.5256
2022-12-19,2.8689,2.285,2.6712,2.4963
2022-12-20,2.8617,2.301,2.6662,2.4966
2022-12-21,2.8618,2.305,2.6662,2.4917
2022-12-22,2.8541,2.273,2.6422,2.4768
2022-12-23,2.8415,2.2552,2.6285,2.458
2022-12-26,2.845,2.256,2.6292,2.4584
2022-12-27,2.862,2.253,2.6544,2.4662
2022-12-28,2.8617,2.2579,2.6694,2.4718
2022-12-29,2.8391,2.201,2.6431,2.4273
2022-12-30,2.8436,2.1491,2.6352,2.4066
2023-01-03,2.842,2.1058,2.6345,2.4099
2023-01-04,2.812,2.0684,2.6099,2.3941
2023-01-05,2.8242,2.0813,2.6223,2.4119
2023-01-06,2.8343,2.1026,2.6489,2.4473
2023-01-09,2.8366,2.1054,2.6593,2.4524
2023-01-10,2.8642,2.1287,2.7122,2.504
2023-01-11,2.8716,2.1553,2.7051,2.5242
2023-01-12,2.8718,2.1229,2.696,2.5062
2023-01-13,2.8813,2.1321,2.7183,2.5045
2023-01-16,2.9216,2.1359,2.7511,2.5533
2023-01-17,2.913,2.1418,2.7367,2.5548
2023-01-18,2.9204,2.1215,2.7375,2.5481
2023-01-19,2.9185,2.1532,2.7368,2.5475
2023-01-20,2.9285,2.1631,2.7383,2.5452
2023-01-30,2.9167,2.1735,2.7292,2.5398
2023-01-31,2.9005,2.1538,2.7122,2.537
2023-02-01,2.9143,2.1605,2.714,2.533
2023-02-02,2.9017,2.1519,2.6992,2.5233
2023-02-03,2.899,2.1438,2.6922,2.5161
2023-02-06,2.9038,2.152,2.7028,2.5298
2023-02-07,2.8937,2.1584,2.7005,2.528
2023-02-08,2.8984,2.154,2.701,2.5312
2023-02-09,2.8908,2.1735,2.6961,2.5285
2023-02-10,2.8994,2.1694,2.6964,2.528
2023-02-13,2.8985,2.1842,2.6971,2.531
2023-02-14,2.8964,2.1708,2.6973,2.5341
2023-02-15,2.8945,2.1842,2.6949,2.5389
2023-02-16,2.8888,2.1707,2.6924,2.5416
2023-02-17,2.8939,2.1922,2.6979,2.5301
2023-02-20,2.9116,2.2199,2.7281,2.5669
2023-02-21,2.923,2.2216,2.7467,2.5861
2023-02-22,2.9196,2.2333,2.7306,2.5774
2023-02-23,2.9254,2.2489,2.7361,2.565
2023-02-24,2.9256,2.2931,2.7414,2.565
2023-02-27,2.9181,2.313,2.7442,2.57
2023-02-28,2.9155,2.3216,2.7367,2.5821
2023-03-01,2.8965,2.3163,2.7324,2.565
2023-03-02,2.9078,2.31,2.7475,2.5688
2023-03-03,2.9109,2.3098,2.7451,2.5685
2023-03-06,2.8828,2.2841,2.7173,2.5495
2023-03-07,2.8729,2.2743,2.7014,2.5499
2023-03-08,2.8804,2.2581,2.7066,2.5355
2023-03-09,2.8731,2.2603,2.7021,2.5305
2023-03-10,2.8706,2.2198,2.7049,2.5285
2023-03-13,2.8717,2.2412,2.7052,2.5369
2023-03-14,2.8638,2.2471,2.6959,2.5237
2023-03-15,2.8684,2.2681,2.6943,2.5299
2023-03-16,2.8559,2.2499,2.6838,2.5243
2023-03-17,2.855,2.23,2.6841,2.5251
2023-03-20,2.8525,2.2324,2.6627,2.51
2023-03-21,2.8611,2.2453,2.6755,2.5118
2023-03-22,2.8612,2.2507,2.6926,2.5197
2023-03-23,2.8612,2.2428,2.6892,2.5173
2023-03-24,2.8763,2.2783,2.713,2.5308
2023-03-27,2.8589,2.2721,2.6942,2.5312
2023-03-28,2.8571,2.2548,2.6966,2.5453
2023-03-29,2.8561,2.2664,2.6971,2.5395
2023-03-30,2.861,2.2688,2.6971,2.5404
2023-03-31,2.8563,2.2582,2.6841,2.5311
2023-04-03,2.8623,2.2043,2.6936,2.5
2023-04-04,2.8598,2.1981,2.6943,2.5167
2023-04-06,2.8613,2.2075,2.6995,2.5193
2023-04-07,2.8489,2.2306,2.6886,2.5126
2023-04-10,2.8464,2.2289,2.6892,2.5133
2023-04-11,2.8264,2.1984,2.6749,2.4989
2023-04-12,2.8169,2.2095,2.6664,2.4884
2023-04-13,2.8265,2.2038,2.6744,2.4916
2023-04-14,2.8316,2.196,2.6795,2.4929
2023-04-17,2.8393,2.2044,2.6902,2.5127
2023-04-18,2.8346,2.2088,2.6855,2.5059
2023-04-19,2.8306,2.2078,2.6831,2.4893
2023-04-20,2.8339,2.1864,2.6855,2.4913
2023-04-21,2.8296,2.2012,2.6831,2.4934
2023-04-24,2.8196,2.192,2.6764,2.4892
2023-04-25,2.8184,2.1834,2.6767,2.4882
2023-04-26,2.8138,2.1722,2.6473,2.4817
2023-04-27,2.7848,2.1441,2.615,2.4586
2023-04-28,2.7855,2.1446,2.6178,2.4597
2023-05-04,2.7625,2.1352,2.6014,2.4372
2023-05-05,2.7329,2.1255,2.5718,2.4136
2023-05-08,2.7446,2.1278,2.5825,2.4179
2023-05-09,2.7374,2.1286,2.5728,2.415
2023-05-10,2.7196,2.0996,2.5481,2.3876
2023-05-11,2.6993,2.0529,2.5186,2.3594
2023-05-12,2.7144,2.0443,2.5339,2.3657
2023-05-15,2.7201,2.0562,2.5371,2.3686
2023-05-16,2.7168,2.0733,2.5383,2.3807
2023-05-17,2.7202,2.0814,2.5475,2.3821
2023-05-18,2.7198,2.079,2.5475,2.3941
2023-05-19,2.7171,2.0548,2.5281,2.3783
2023-05-22,2.7163,2.0276,2.4944,2.3493
2023-05-23,2.6981,1.9935,2.4597,2.3205
2023-05-24,2.7012,1.9788,2.4704,2.3123
2023-05-25,2.7092,1.9801,2.4883,2.32
2023-05-26,2.7208,2.0152,2.5012,2.3264
2023-05-29,2.695,2.0218,2.4903,2.3079
2023-05-30,2.7,1.9774,2.4784,2.2858
2023-05-31,2.6905,1.9747,2.464,2.2633
2023-06-01,2.684,1.9816,2.4296,2.238
2023-06-02,2.7,1.9729,2.4547,2.2564
2023-06-05,2.695,1.9312,2.4584,2.2525
2023-06-06,2.6825,1.9049,2.4429,2.2377
2023-06-07,2.68,1.894,2.4373,2.2214
2023-06-08,2.684,1.8855,2.4587,2.2423
2023-06-09,2.666,1.8613,2.429,2.2341
2023-06-12,2.669,1.8593,2.4417,2.2453
2023-06-13,2.626,1.8503,2.4089,2.2171
2023-06-14,2.6392,1.8522,2.3989,2.2169
2023-06-15,2.6475,1.8746,2.4424,2.2528
2023-06-16,2.6708,1.893,2.4656,2.2905
2023-06-19,2.6804,1.8969,2.4936,2.3068
2023-06-20,2.6754,1.9064,2.4892,2.3026
2023-06-21,2.6673,1.9279,2.4696,2.2798
2023-06-26,2.6638,1.9184,2.4684,2.2805
2023-06-27,2.6733,1.9381,2.4862,2.2972
2023-06-28,2.6631,1.933,2.4746,2.2822
2023-06-29,2.6605,1.9302,2.4625,2.2726
2023-06-30,2.6358,1.8934,2.428,2.2218
2023-07-03,2.6403,1.8675,2.4386,2.2328
2023-07-04,2.6353,1.8381,2.4238,2.2239
2023-07-05,2.6388,1.8322,2.4341,2.2386
2023-07-06,2.6424,1.8578,2.4342,2.2368
2023-07-07,2.6383,1.8134,2.429,2.2391
2023-07-10,2.6435,1.8176,2.4396,2.2477
2023-07-11,2.6336,1.8139,2.4321,2.2424
2023-07-12,2.6387,1.8256,2.4372,2.2497
2023-07-13,2.6402,1.8269,2.4449,2.2528
2023-07-14,2.6482,1.835,2.4579,2.2563
2023-07-17,2.6362,1.8212,2.4375,2.2395
2023-07-18,2.6262,1.7922,2.4271,2.2281
2023-07-19,2.6264,1.772,2.41,2.2236
2023-07-20,2.6232,1.7528,2.4256,2.2214
2023-07-21,2.6127,1.7488,2.3941,2.2068
2023-07-24,2.6054,1.7312,2.3924,2.2121
2023-07-25,2.6596,1.762,2.4526,2.2705
2023-07-26,2.646,1.7735,2.4504,2.2617
2023-07-27,2.6353,1.8451,2.4207,2.2361
2023-07-28,2.6518,1.8202,2.4386,2.2475
2023-07-31,2.6643,1.8126,2.4595,2.2447
2023-08-01,2.6545,1.7967,2.4447,2.2534
2023-08-02,2.6522,1.7728,2.4511,2.2465
2023-08-03,2.645,1.7432,2.4278,2.2352
2023-08-04,2.6482,1.7517,2.4281,2.2315
2023-08-07,2.6466,1.7604,2.4262,2.2452
2023-08-08,2.6479,1.7739,2.4239,2.2476
2023-08-09,2.6472,1.8041,2.4241,2.25
2023-08-10,2.6496,1.8164,2.4318,2.2595
2023-08-11,2.6478,1.8358,2.4321,2.2559
2023-08-14,2.6257,1.8217,2.4103,2.2421
2023-08-15,2.5755,1.8168,2.3778,2.2172
2023-08-16,2.5621,1.8277,2.361,2.2084
2023-08-17,2.57,1.8455,2.3758,2.2176
2023-08-18,2.5677,1.8349,2.3685,2.2126
2023-08-21,2.5443,1.8543,2.3488,2.1939
2023-08-22,2.5501,1.8822,2.359,2.2017
2023-08-23,2.5551,1.9133,2.3717,2.207
2023-08-24,2.5548,1.8797,2.3673,2.1998
2023-08-25,2.5705,1.8997,2.385,2.2174
2023-08-28,2.5878,1.9292,2.4107,2.2431
2023-08-29,2.57,1.9883,2.4257,2.2633
2023-08-30,2.5625,1.94,2.4046,2.2437
2023-08-31,2.5541,1.9383,2.3983,2.2226
2023-09-01,2.5825,1.9365,2.4225,2.2341
2023-09-04,2.6125,1.9936,2.4709,2.2754
2023-09-05,2.611,1.9786,2.4639,2.2736
2023-09-06,2.635,2.008,2.4986,2.3054
2023-09-07,2.6425,2.0717,2.5057,2.343
2023-09-08,2.6375,2.0859,2.5092,2.3237
2023-09-11,2.6325,2.1347,2.5059,2.3588
2023-09-12,2.623,2.1148,2.484,2.3463
2023-09-13,2.62,2.0953,2.477,2.3243
2023-09-14,2.605,2.1063,2.4661,2.3418
2023-09-15,2.632,2.106,2.4795,2.3443
2023-09-18,2.655,2.165,2.5222,2.3878
2023-09-19,2.66,2.1556,2.5244,2.388
2023-09-20,2.6664,2.2041,2.5286,2.3854
2023-09-21,2.6566,2.1986,2.5073,2.3652
2023-09-22,2.675,2.213,2.53,2.3894
2023-09-25,2.69,2.2161,2.5511,2.4024
2023-09-26,2.6975,2.2305,2.5483,2.4142
2023-09-27,2.694,2.2372,2.5485,2.4145
2023-09-28,2.6675,2.1256,2.505,2.3653
2023-10-09,2.667,2.1693,2.528,2.3854
2023-10-10,2.678,2.1534,2.5502,2.4318
2023-10-11,2.6982,2.2813,2.5932,2.4877
2023-10-12,2.6983,2.2638,2.5841,2.4727
2023-10-13,2.6875,2.2171,2.5655,2.4591
2023-10-16,2.6729,2.2186,2.5559,2.4608
2023-10-17,2.6902,2.2243,2.5796,2.4889
2023-10-18,2.6979,2.273,2.5975,2.4995
2023-10-19,2.7224,2.2861,2.62,2.5402
2023-10-20,2.7024,2.283,2.6058,2.509
2023-10-23,2.6969,2.3249,2.5788,2.4792
2023-10-24,2.7224,2.3249,2.6014,2.5071
2023-10-25,2.7074,2.3254,2.5468,2.4476
2023-10-26,2.7125,2.2748,2.5595,2.4553
2023-10-27,2.7175,2.2951,2.5671,2.4626
2023-10-30,2.7142,2.23,2.5554,2.4383
2023-10-31,2.6929,2.2026,2.5306,2.4154
2023-11-01,2.6865,2.2501,2.5354,2.4416
2023-11-02,2.6593,2.2102,2.5082,2.4058
2023-11-03,2.6617,2.2202,2.5183,2.418
2023-11-06,2.654,2.2304,2.5147,2.4238
2023-11-07,2.6559,2.2405,2.5297,2.4381
2023-11-08,2.6499,2.2505,2.5214,2.4312
2023-11-09,2.6474,2.2408,2.5212,2.4453
2023-11-10,2.6464,2.2359,2.5138,2.4429
2023-11-13,2.646,2.2211,2.4994,2.4284
2023-11-14,2.659,2.1619,2.5073,2.4315
2023-11-15,2.6649,2.1668,2.5082,2.4114
2023-11-16,2.6547,2.1418,2.5022,2.3928
2023-11-17,2.6509,2.1372,2.5035,2.4003
2023-11-20,2.6577,2.1446,2.5225,2.4158
2023-11-21,2.6657,2.1931,2.5413,2.4308
2023-11-22,2.6789,2.3089,2.5614,2.4509
2023-11-23,2.7011,2.3419,2.588,2.4851
2023-11-24,2.6991,2.3221,2.589,2.4862
2023-11-27,2.715,2.3818,2.6092,2.5114
2023-11-28,2.689,2.3619,2.5797,2.4865
2023-11-29,2.6881,2.3537,2.5817,2.4819
2023-11-30,2.6837,2.3372,2.5742,2.4745
2023-12-01,2.6857,2.3441,2.5693,2.4746
2023-12-04,2.6891,2.3673,2.587,2.4899
