指标名称,中国:国债到期收益率:10年,中国:国债到期收益率:1年,中国:国债到期收益率:5年,中国:国债到期收益率:3年
频率,日,日,日,日
单位,%,%,%,%
指标ID,M1001654,M1001646,M1001650,M1001648
来源,中证指数公司,中证指数公司,中证指数公司,中证指数公司
2017-06-28,3.5351,3.4278,3.4663,3.4923
2017-06-29,3.5335,3.4198,3.4759,3.4791
2017-06-30,3.5689,3.4568,3.4963,3.495
2017-07-03,3.5808,3.4519,3.5229,3.5212
2017-07-04,3.6069,3.4836,3.5271,3.5128
2017-07-05,3.5854,3.478,3.5191,3.4952
2017-07-06,3.5659,3.4752,3.4938,3.4776
2017-07-07,3.5917,3.4606,3.4858,3.4736
2017-07-10,3.5934,3.4647,3.4966,3.4807
2017-07-11,3.5887,3.4463,3.5059,3.4833
2017-07-12,3.5738,3.4542,3.5114,3.4796
2017-07-13,3.5589,3.4541,3.5136,3.4766
2017-07-14,3.5642,3.4377,3.512,3.4731
2017-07-17,3.5591,3.4362,3.4804,3.4669
2017-07-18,3.5888,3.4513,3.5198,3.5006
2017-07-19,3.5867,3.4355,3.5147,3.4905
2017-07-20,3.5734,3.4056,3.5085,3.477
2017-07-21,3.585,3.3976,3.5103,3.4745
2017-07-24,3.5774,3.3877,3.5095,3.4783
2017-07-25,3.5941,3.3837,3.5182,3.4858
2017-07-26,3.6173,3.3958,3.5415,3.5093
2017-07-27,3.6019,3.397,3.5401,3.5052
2017-07-28,3.6008,3.3791,3.5439,3.5015
2017-07-31,3.6229,3.3864,3.5631,3.4805
2017-08-01,3.6376,3.392,3.5758,3.494
2017-08-02,3.6306,3.3932,3.5704,3.474
2017-08-03,3.6226,3.383,3.5666,3.4659
2017-08-04,3.6248,3.3563,3.5639,3.4638
2017-08-07,3.6581,3.3687,3.5919,3.4675
2017-08-08,3.6557,3.3592,3.6047,3.4802
2017-08-09,3.6549,3.3544,3.6378,3.4804
2017-08-10,3.6449,3.3392,3.624,3.4691
2017-08-11,3.6174,3.3476,3.5957,3.479
2017-08-14,3.595,3.3321,3.5691,3.459
2017-08-15,3.5775,3.3371,3.5721,3.4627
2017-08-16,3.5949,3.3373,3.5868,3.4759
2017-08-17,3.6,3.3395,3.5913,3.4832
2017-08-18,3.59,3.3406,3.5881,3.4744
2017-08-21,3.6151,3.3472,3.5988,3.4851
2017-08-22,3.6148,3.338,3.6036,3.4936
2017-08-23,3.6155,3.3445,3.595,3.5351
2017-08-24,3.6253,3.3498,3.6086,3.4635
2017-08-25,3.6288,3.37,3.6105,3.5565
2017-08-28,3.6502,3.3673,3.6348,3.587
2017-08-29,3.6427,3.3907,3.6263,3.5889
2017-08-30,3.6305,3.3882,3.6242,3.5783
2017-08-31,3.6228,3.4154,3.6148,3.575
2017-09-01,3.6331,3.4119,3.6195,3.5699
2017-09-04,3.65,3.3903,3.6291,3.5825
2017-09-05,3.6675,3.4152,3.6404,3.5743
2017-09-06,3.6516,3.4713,3.6515,3.5807
2017-09-07,3.6278,3.4724,3.6406,3.5636
2017-09-08,3.6107,3.476,3.6041,3.5167
2017-09-11,3.616,3.4572,3.5892,3.5119
2017-09-12,3.6143,3.4833,3.592,3.5216
2017-09-13,3.6309,3.4824,3.6252,3.5278
2017-09-14,3.5963,3.4811,3.5929,3.5228
2017-09-15,3.5955,3.4731,3.5922,3.5182
2017-09-18,3.6071,3.4689,3.6229,3.5445
2017-09-19,3.6098,3.4566,3.6287,3.5432
2017-09-20,3.6188,3.4438,3.627,3.5541
2017-09-21,3.6258,3.4565,3.6406,3.5787
2017-09-22,3.6278,3.4443,3.6328,3.5768
2017-09-25,3.6239,3.4337,3.6006,3.5695
2017-09-26,3.6162,3.4407,3.6063,3.5648
2017-09-27,3.6204,3.4574,3.6191,3.5691
2017-09-28,3.616,3.4249,3.6319,3.5733
2017-09-29,3.614,3.4486,3.6012,3.5497
2017-10-09,3.6514,3.4704,3.6313,3.5715
2017-10-10,3.6463,3.4842,3.6338,3.5802
2017-10-11,3.6533,3.4798,3.6409,3.5795
2017-10-12,3.6724,3.4828,3.6666,3.5881
2017-10-13,3.6811,3.487,3.6644,3.5814
2017-10-16,3.7067,3.4918,3.7213,3.5732
2017-10-17,3.7411,3.5054,3.7667,3.6078
2017-10-18,3.7259,3.4863,3.7609,3.6151
2017-10-19,3.7166,3.5014,3.74,3.5961
2017-10-20,3.7223,3.4989,3.7325,3.5947
2017-10-23,3.7222,3.4779,3.7005,3.6095
2017-10-24,3.7215,3.484,3.7101,3.6132
2017-10-25,3.7806,3.4525,3.761,3.6244
2017-10-26,3.7763,3.5034,3.7509,3.6552
2017-10-27,3.8323,3.5021,3.8184,3.6428
2017-10-30,3.9164,3.4918,3.9195,3.6708
2017-10-31,3.8911,3.5699,3.8789,3.7415
2017-11-01,3.8648,3.5565,3.8466,3.6775
2017-11-02,3.8701,3.5613,3.8801,3.7068
2017-11-03,3.892,3.5582,3.9016,3.6866
2017-11-06,3.8554,3.5946,3.8809,3.6962
2017-11-07,3.8856,3.5994,3.9133,3.693
2017-11-08,3.8882,3.5587,3.9249,3.6899
2017-11-09,3.8827,3.5777,3.8925,3.7103
2017-11-10,3.9001,3.5876,3.9118,3.719
2017-11-13,3.961,3.5571,3.9394,3.7384
2017-11-14,3.9503,3.6214,3.9188,3.7749
2017-11-15,3.9463,3.6015,3.8834,3.7443
2017-11-16,3.9204,3.6046,3.8641,3.7141
2017-11-17,3.9207,3.5925,3.8659,3.7287
2017-11-20,3.9461,3.613,3.8795,3.7555
2017-11-21,3.9451,3.6114,3.8858,3.7532
2017-11-22,3.9902,3.5634,3.9073,3.7226
2017-11-23,3.991,3.6387,3.9195,3.7941
2017-11-24,3.9504,3.6277,3.8851,3.7638
2017-11-27,3.9601,3.673,3.8863,3.7756
2017-11-28,3.961,3.6783,3.8869,3.7696
2017-11-29,3.9293,3.6716,3.855,3.7715
2017-11-30,3.8805,3.6341,3.8372,3.7749
2017-12-01,3.8903,3.6303,3.815,3.7635
2017-12-04,3.89,3.6204,3.804,3.7632
2017-12-05,3.8817,3.6317,3.8047,3.7588
2017-12-06,3.8988,3.6328,3.8032,3.7476
2017-12-07,3.9004,3.7411,3.8243,3.7513
2017-12-08,3.9098,3.7353,3.8406,3.7524
2017-12-11,3.9278,3.7648,3.8889,3.7702
2017-12-12,3.9426,3.7557,3.8972,3.7868
2017-12-13,3.9298,3.778,3.9082,3.7844
2017-12-14,3.9155,3.7803,3.8964,3.7867
2017-12-15,3.8902,3.7693,3.8532,3.7644
2017-12-18,3.9054,3.7594,3.8437,3.7502
2017-12-19,3.9004,3.7638,3.8388,3.746
2017-12-20,3.8968,3.7898,3.848,3.7453
2017-12-21,3.9048,3.774,3.8509,3.7935
2017-12-22,3.8803,3.7821,3.8196,3.786
2017-12-25,3.8807,3.7818,3.8149,3.8002
2017-12-26,3.888,3.7849,3.8404,3.8002
2017-12-27,3.9074,3.7903,3.8356,3.7957
2017-12-28,3.8814,3.8004,3.8475,3.7966
2017-12-29,3.8848,3.7984,3.8445,3.7819
2018-01-02,3.9035,3.6958,3.8356,3.7786
2018-01-03,3.9182,3.6691,3.8331,3.7452
2018-01-04,3.9282,3.6575,3.8715,3.7428
2018-01-05,3.926,3.5537,3.8438,3.7275
2018-01-08,3.9099,3.5344,3.8415,3.6887
2018-01-09,3.8926,3.5374,3.8317,3.6607
2018-01-10,3.9194,3.5535,3.83,3.6545
2018-01-11,3.9569,3.582,3.8689,3.6917
2018-01-12,3.9321,3.5563,3.8516,3.6583
2018-01-15,3.9645,3.5703,3.8753,3.6863
2018-01-16,3.9596,3.58,3.8703,3.6501
2018-01-17,3.9667,3.5599,3.8825,3.6862
2018-01-18,3.9773,3.5704,3.8924,3.6655
2018-01-19,3.9758,3.5639,3.8951,3.672
2018-01-22,3.9612,3.5272,3.8611,3.6698
2018-01-23,3.9519,3.5329,3.8536,3.6366
2018-01-24,3.9435,3.5409,3.8494,3.6367
2018-01-25,3.9419,3.5393,3.8484,3.6344
2018-01-26,3.9317,3.5066,3.8263,3.6242
2018-01-29,3.9387,3.5051,3.8314,3.6323
2018-01-30,3.928,3.5079,3.8437,3.6138
2018-01-31,3.9139,3.4984,3.8278,3.6245
2018-02-01,3.9012,3.4784,3.8251,3.6096
2018-02-02,3.9023,3.4476,3.8283,3.6122
2018-02-05,3.9221,3.4625,3.8487,3.63
2018-02-06,3.8821,3.4064,3.8173,3.6231
2018-02-07,3.8707,3.3916,3.8168,3.6149
2018-02-08,3.8809,3.394,3.8263,3.6158
2018-02-09,3.8807,3.3913,3.8169,3.6287
2018-02-12,3.8703,3.3992,3.804,3.6216
2018-02-13,3.8697,3.411,3.8123,3.6497
2018-02-14,3.875,3.3976,3.7985,3.6099
2018-02-22,3.8804,3.3898,3.8158,3.6191
2018-02-23,3.871,3.3957,3.8057,3.6108
2018-02-26,3.8446,3.3038,3.7842,3.5504
2018-02-27,3.8196,3.2104,3.7306,3.5397
2018-02-28,3.8151,3.2438,3.6935,3.5194
2018-03-01,3.8211,3.263,3.6989,3.5196
2018-03-02,3.8362,3.2644,3.7092,3.521
2018-03-05,3.853,3.3184,3.733,3.5531
2018-03-06,3.8189,3.2921,3.7376,3.5418
2018-03-07,3.8233,3.2924,3.7384,3.5515
2018-03-08,3.8214,3.2763,3.7105,3.5209
2018-03-09,3.8327,3.2839,3.7027,3.5332
2018-03-12,3.8344,3.281,3.6873,3.5249
2018-03-13,3.845,3.2952,3.6942,3.5405
2018-03-14,3.8458,3.274,3.699,3.5366
2018-03-15,3.8382,3.2896,3.6906,3.5379
2018-03-16,3.8234,3.3146,3.7012,3.5575
2018-03-19,3.8121,3.2952,3.7004,3.5393
2018-03-20,3.7859,3.3179,3.6705,3.5328
2018-03-21,3.7627,3.2628,3.6617,3.5225
2018-03-22,3.7454,3.2714,3.661,3.5232
2018-03-23,3.6992,3.2468,3.614,3.5104
2018-03-26,3.7209,3.2643,3.6174,3.5052
2018-03-27,3.7324,3.3128,3.6401,3.5217
2018-03-28,3.748,3.3234,3.6417,3.5497
2018-03-29,3.7479,3.3153,3.6633,3.5432
2018-03-30,3.7413,3.3387,3.6624,3.5558
2018-04-02,3.741,3.3001,3.6514,3.5434
2018-04-03,3.751,3.3159,3.6538,3.5338
2018-04-04,3.736,3.256,3.646,3.5261
2018-04-09,3.6919,3.2632,3.6061,3.467
2018-04-10,3.7189,3.2448,3.6121,3.4765
2018-04-11,3.7115,3.2382,3.6257,3.4511
2018-04-12,3.7086,3.27,3.5652,3.4219
2018-04-13,3.7107,3.1696,3.5266,3.3601
2018-04-16,3.6513,3.1666,3.4842,3.3612
2018-04-17,3.6412,3.1584,3.3902,3.2691
2018-04-18,3.4912,3.0059,3.1933,3.1682
2018-04-19,3.5072,2.9901,3.1872,3.206
2018-04-20,3.5278,3.018,3.18,3.1597
2018-04-23,3.5967,3.0584,3.2811,3.2112
2018-04-24,3.5871,3.0205,3.2771,3.182
2018-04-25,3.618,3.0363,3.2499,3.1757
2018-04-26,3.6333,2.996,3.2864,3.185
2018-04-27,3.6439,3.0215,3.3075,3.1986
2018-05-02,3.6814,3.035,3.2768,3.2608
2018-05-03,3.6416,2.991,3.2541,3.2364
2018-05-04,3.6318,2.9563,3.2461,3.2308
2018-05-07,3.6515,2.9543,3.2893,3.2274
2018-05-08,3.7009,2.9423,3.3353,3.23
2018-05-09,3.717,2.9415,3.3867,3.2264
2018-05-10,3.6923,2.9209,3.3839,3.2078
2018-05-11,3.6947,2.971,3.3896,3.2121
2018-05-14,3.7026,2.9922,3.406,3.226
2018-05-15,3.722,2.9919,3.4259,3.2381
2018-05-16,3.7128,3.0538,3.4409,3.2595
2018-05-17,3.719,3.0338,3.4629,3.2436
2018-05-18,3.7139,3.021,3.4779,3.2363
2018-05-21,3.6985,3.0401,3.4604,3.2548
2018-05-22,3.6549,3.1221,3.4197,3.2588
2018-05-23,3.6513,3.1179,3.4139,3.2505
2018-05-24,3.6453,3.128,3.4848,3.2803
2018-05-25,3.6063,3.1009,3.4046,3.2866
2018-05-28,3.6107,3.1287,3.4205,3.2871
2018-05-29,3.6004,3.1187,3.4202,3.2901
2018-05-30,3.5992,3.1089,3.4442,3.3108
2018-05-31,3.6162,3.1391,3.4319,3.3187
2018-06-01,3.6231,3.1383,3.4755,3.3496
2018-06-04,3.6522,3.1503,3.4607,3.393
2018-06-05,3.6619,3.1796,3.4741,3.4128
2018-06-06,3.6671,3.1827,3.5181,3.425
2018-06-07,3.6747,3.2061,3.5387,3.4207
2018-06-08,3.6401,3.2034,3.4591,3.3718
2018-06-11,3.6503,3.201,3.4662,3.4336
2018-06-12,3.6831,3.228,3.5194,3.4348
2018-06-13,3.6628,3.2218,3.5138,3.4252
2018-06-14,3.6248,3.2135,3.4793,3.3991
2018-06-15,3.6032,3.2027,3.4596,3.3833
2018-06-19,3.5659,3.181,3.4328,3.3659
2018-06-20,3.6104,3.2467,3.4528,3.3877
2018-06-21,3.5756,3.2585,3.4462,3.394
2018-06-22,3.5563,3.269,3.4101,3.3855
2018-06-25,3.5827,3.2441,3.4188,3.3824
2018-06-26,3.5843,3.2709,3.4432,3.3755
2018-06-27,3.5554,3.2761,3.4128,3.375
2018-06-28,3.531,3.218,3.391,3.3446
2018-06-29,3.4885,3.1342,3.362,3.2977
2018-07-02,3.501,3.0992,3.3433,3.2674
2018-07-03,3.4971,3.1475,3.3216,3.2598
2018-07-04,3.5136,3.0889,3.3119,3.2577
2018-07-05,3.5002,3.0567,3.3133,3.2617
2018-07-06,3.5329,3.0361,3.291,3.2469
2018-07-09,3.5474,3.0676,3.3322,3.2779
2018-07-10,3.5409,3.0935,3.32,3.2903
2018-07-11,3.516,3.0956,3.3437,3.2715
2018-07-12,3.5169,3.0736,3.3134,3.2557
2018-07-13,3.4907,3.0771,3.2576,3.25
2018-07-16,3.4771,3.0447,3.3006,3.2017
2018-07-17,3.4811,3.0315,3.3057,3.2219
2018-07-18,3.4762,3.058,3.3005,3.2304
2018-07-19,3.4408,3.0719,3.281,3.2119
2018-07-20,3.513,3.0626,3.2925,3.2376
2018-07-23,3.5136,3.0698,3.2963,3.2372
2018-07-24,3.5638,3.0701,3.3068,3.2324
2018-07-25,3.5476,3.0361,3.3124,3.2374
2018-07-26,3.5371,3.0225,3.296,3.1735
2018-07-27,3.5285,2.9356,3.2737,3.1449
2018-07-30,3.5232,2.9105,3.2651,3.1063
2018-07-31,3.4914,2.9711,3.2508,3.0546
2018-08-01,3.4612,2.8491,3.1847,3.0701
2018-08-02,3.4797,2.8061,3.1644,3.0551
2018-08-03,3.4519,2.7859,3.1554,3.0313
2018-08-06,3.4527,2.7157,3.1574,3.0175
2018-08-07,3.4863,2.5715,3.1378,3.0073
2018-08-08,3.5278,2.6047,3.2074,3.0501
2018-08-09,3.551,2.6927,3.2673,3.1055
2018-08-10,3.5528,2.7471,3.2885,3.1214
2018-08-13,3.5846,2.8933,3.3586,3.1524
2018-08-14,3.5649,2.8236,3.3082,3.1795
2018-08-15,3.5864,2.8068,3.3306,3.181
2018-08-16,3.6178,2.8481,3.359,3.1828
2018-08-17,3.6499,2.8442,3.3988,3.2601
2018-08-20,3.6468,2.9222,3.409,3.2714
2018-08-21,3.6507,2.9332,3.4697,3.2968
2018-08-22,3.6102,2.9158,3.4588,3.3232
2018-08-23,3.6001,2.9124,3.418,3.293
2018-08-24,3.6208,2.8357,3.3795,3.2792
2018-08-27,3.6303,2.8561,3.4194,3.2833
2018-08-28,3.6112,2.8698,3.4249,3.3059
2018-08-29,3.6104,2.8498,3.4112,3.293
2018-08-30,3.5802,2.8586,3.3829,3.2908
2018-08-31,3.5727,2.8406,3.34,3.2593
2018-09-03,3.5957,2.8417,3.361,3.2879
2018-09-04,3.61,2.8432,3.4012,3.3246
2018-09-05,3.6125,2.8513,3.4106,3.3395
2018-09-06,3.6102,2.8578,3.4321,3.3375
2018-09-07,3.63,2.851,3.437,3.3467
2018-09-10,3.6501,2.8523,3.4927,3.3675
2018-09-11,3.6702,2.854,3.5126,3.3965
2018-09-12,3.6653,2.8739,3.5285,3.4064
2018-09-13,3.6499,2.8577,3.4982,3.369
2018-09-14,3.6352,2.8732,3.4998,3.342
2018-09-17,3.6353,2.8664,3.4753,3.3403
2018-09-18,3.6453,2.8734,3.481,3.3316
2018-09-19,3.6731,2.8972,3.497,3.3388
2018-09-20,3.6907,3.0092,3.5172,3.3488
2018-09-21,3.67,3.0076,3.4974,3.3329
2018-09-25,3.6762,3.0331,3.4937,3.3144
2018-09-26,3.6606,3.0096,3.4797,3.3178
2018-09-27,3.6306,3.0081,3.4691,3.3047
2018-09-28,3.6208,2.9865,3.4398,3.2759
2018-10-08,3.6156,2.9696,3.4443,3.2753
2018-10-09,3.6148,2.9453,3.4424,3.2685
2018-10-10,3.6156,2.9516,3.4339,3.259
2018-10-11,3.5783,2.8809,3.4049,3.2305
2018-10-12,3.5835,2.8908,3.3954,3.2288
2018-10-15,3.591,2.8812,3.3975,3.211
2018-10-16,3.5805,2.8968,3.4036,3.1917
2018-10-17,3.5813,2.87,3.4069,3.2022
2018-10-18,3.5519,2.8828,3.4024,3.1861
2018-10-19,3.5608,2.9144,3.3799,3.1822
2018-10-22,3.5986,2.95,3.3708,3.1999
2018-10-23,3.5719,2.9439,3.3711,3.2033
2018-10-24,3.541,2.9221,3.3609,3.1981
2018-10-25,3.5409,2.9177,3.3519,3.1941
2018-10-26,3.542,2.9015,3.3428,3.1755
2018-10-29,3.5121,2.8793,3.3228,3.1454
2018-10-30,3.5124,2.8821,3.3079,3.121
2018-10-31,3.5159,2.8379,3.3132,3.1655
2018-11-01,3.4961,2.8027,3.3035,3.1746
2018-11-02,3.5529,2.8031,3.3337,3.196
2018-11-05,3.5306,2.7752,3.3271,3.1799
2018-11-06,3.512,2.7502,3.3148,3.1581
2018-11-07,3.4824,2.7377,3.2946,3.1379
2018-11-08,3.4735,2.7062,3.2761,3.0887
2018-11-09,3.4828,2.6574,3.2767,3.0802
2018-11-12,3.4865,2.6299,3.2779,3.08
2018-11-13,3.4679,2.6078,3.2573,3.0766
2018-11-14,3.424,2.5323,3.1577,2.9907
2018-11-15,3.4087,2.5313,3.1375,2.99
2018-11-16,3.3626,2.4928,3.1378,2.9815
2018-11-19,3.3751,2.4914,3.13,3.0002
2018-11-20,3.3777,2.5062,3.1695,3.0118
2018-11-21,3.3722,2.5291,3.1719,3.0092
2018-11-22,3.3928,2.4835,3.1897,2.9995
2018-11-23,3.3977,2.5075,3.2016,2.9992
2018-11-26,3.4041,2.5152,3.1713,2.9935
2018-11-27,3.4147,2.502,3.1789,3.0039
2018-11-28,3.3951,2.4885,3.1739,3.0043
2018-11-29,3.3697,2.4839,3.1421,2.98
2018-11-30,3.3698,2.4707,3.1538,2.9762
2018-12-03,3.36,2.4837,3.126,2.9873
2018-12-04,3.3201,2.4603,3.0827,2.9632
2018-12-05,3.2776,2.4615,3.0628,2.9252
2018-12-06,3.2753,2.4696,3.0741,2.8794
2018-12-07,3.2904,2.443,3.0841,2.8805
2018-12-10,3.2657,2.4823,3.0049,2.8372
2018-12-11,3.2661,2.4869,2.9961,2.8546
2018-12-12,3.2708,2.4541,3.0104,2.8532
2018-12-13,3.3115,2.4743,3.0464,2.8791
2018-12-14,3.3517,2.4716,3.0434,2.9079
2018-12-17,3.3516,2.4733,3.0571,2.9179
2018-12-18,3.372,2.5292,3.0593,2.9356
2018-12-19,3.3424,2.6111,3.0568,2.9249
2018-12-20,3.3058,2.6818,3.0434,2.8653
2018-12-21,3.3227,2.6929,3.0361,2.8687
2018-12-24,3.3353,2.6881,3.0663,2.8982
2018-12-25,3.3131,2.7047,3.064,2.9013
2018-12-26,3.3121,2.6811,3.0648,2.9085
2018-12-27,3.2827,2.6812,3.0663,2.8993
2018-12-28,3.2426,2.6437,2.9868,2.8906
2019-01-02,3.2042,2.5659,2.9493,2.8053
2019-01-03,3.1517,2.5143,2.8984,2.768
2019-01-04,3.1316,2.4899,2.9057,2.7652
2019-01-07,3.1509,2.434,2.9328,2.7741
2019-01-08,3.1115,2.3548,2.9011,2.745
2019-01-09,3.111,2.358,2.8776,2.749
2019-01-10,3.1212,2.3644,2.9027,2.7635
2019-01-11,3.1106,2.4167,2.8936,2.7611
2019-01-14,3.1212,2.4238,2.9147,2.7737
2019-01-15,3.1477,2.4538,2.9533,2.7867
2019-01-16,3.0858,2.457,2.9173,2.7708
2019-01-17,3.0732,2.4212,2.9043,2.7101
2019-01-18,3.1024,2.4225,2.9248,2.7159
2019-01-21,3.1146,2.4266,2.9413,2.715
2019-01-22,3.1152,2.4442,2.9438,2.726
2019-01-23,3.1363,2.4053,2.9422,2.7183
2019-01-24,3.1246,2.4089,2.9303,2.7238
2019-01-25,3.1383,2.404,2.9433,2.7376
2019-01-28,3.1578,2.4106,2.9311,2.7334
2019-01-29,3.1322,2.4032,2.933,2.7189
2019-01-30,3.1276,2.385,2.9225,2.6907
2019-01-31,3.1165,2.408,2.914,2.708
2019-02-01,3.1063,2.3637,2.9163,2.6926
2019-02-11,3.0689,2.3427,2.8926,2.6913
2019-02-12,3.065,2.306,2.8738,2.6555
2019-02-13,3.0753,2.3219,2.8615,2.6347
2019-02-14,3.0971,2.3275,2.869,2.6628
2019-02-15,3.0873,2.3116,2.8655,2.6678
2019-02-18,3.0952,2.298,2.901,2.6795
2019-02-19,3.1247,2.3189,2.9019,2.6845
2019-02-20,3.1183,2.318,2.8959,2.6762
2019-02-21,3.1312,2.324,2.9132,2.6831
2019-02-22,3.1392,2.34,2.9224,2.6883
2019-02-25,3.1805,2.3513,2.934,2.6946
2019-02-26,3.2106,2.3756,3.0236,2.772
2019-02-27,3.1689,2.3697,3.0337,2.7998
2019-02-28,3.1656,2.3993,3.0148,2.8038
2019-03-01,3.1856,2.4176,3.05,2.7937
2019-03-04,3.2032,2.4404,3.0587,2.7935
2019-03-05,3.2043,2.439,3.075,2.8154
2019-03-06,3.2092,2.4247,3.0846,2.8293
2019-03-07,3.1729,2.4364,3.063,2.8559
2019-03-08,3.1419,2.4281,3.0124,2.8065
2019-03-11,3.1401,2.4298,3.0164,2.7214
2019-03-12,3.1423,2.4346,3.0508,2.7616
2019-03-13,3.1423,2.4481,3.0548,2.8016
2019-03-14,3.1423,2.448,3.055,2.8032
2019-03-15,3.1483,2.428,3.0689,2.7866
2019-03-18,3.1325,2.4406,3.0998,2.7748
2019-03-19,3.1347,2.4279,3.0438,2.7838
2019-03-20,3.1435,2.4435,3.0531,2.785
2019-03-21,3.1305,2.4219,3.0061,2.7555
2019-03-22,3.1132,2.4117,3.0277,2.7615
2019-03-25,3.0883,2.4518,2.9936,2.7373
2019-03-26,3.0582,2.4374,2.9791,2.7371
2019-03-27,3.0929,2.4085,2.9821,2.7367
2019-03-28,3.0633,2.4033,2.9768,2.7173
2019-03-29,3.0633,2.3968,2.9526,2.7084
2019-04-01,3.1332,2.395,2.996,2.7599
2019-04-02,3.1729,2.4394,3.027,2.7701
2019-04-03,3.2427,2.5181,3.1001,2.8649
2019-04-04,3.2729,2.3995,3.114,2.9431
2019-04-08,3.2532,2.4452,3.1078,2.893
2019-04-09,3.2832,2.4553,3.1737,2.8964
2019-04-10,3.3033,2.4664,3.2357,2.9559
2019-04-11,3.2836,2.4077,3.196,2.9443
2019-04-12,3.3145,2.446,3.1759,2.9563
2019-04-15,3.3638,2.5265,3.2415,2.99
2019-04-16,3.4026,2.541,3.2633,3.0462
2019-04-17,3.3839,2.5999,3.2316,3.0443
2019-04-18,3.3637,2.7615,3.2106,3.0323
2019-04-19,3.3666,2.6634,3.1999,3.0318
2019-04-22,3.4036,2.6797,3.2344,3.0237
2019-04-23,3.4046,2.688,3.2452,3.0266
2019-04-24,3.4434,2.6766,3.2646,3.0272
2019-04-25,3.4192,2.678,3.2443,3.0168
2019-04-26,3.409,2.6445,3.2154,3.0136
2019-04-29,3.4243,2.6904,3.225,3.0365
2019-04-30,3.385,2.6895,3.2075,3.0312
2019-05-06,3.3452,2.6487,3.147,2.9772
2019-05-07,3.3553,2.6728,3.1678,3.0253
2019-05-08,3.3456,2.6688,3.149,3.0152
2019-05-09,3.3306,2.6403,3.1379,2.9876
2019-05-10,3.3163,2.6502,3.1557,2.9825
2019-05-13,3.2758,2.6896,3.1362,2.9716
2019-05-14,3.2829,2.6682,3.1551,2.974
2019-05-15,3.2761,2.6696,3.1552,2.9904
2019-05-16,3.2664,2.6584,3.1398,2.9611
2019-05-17,3.2662,2.6657,3.1345,2.965
2019-05-20,3.2715,2.6492,3.1306,2.9662
2019-05-21,3.296,2.66,3.1406,2.9844
2019-05-22,3.3236,2.6608,3.1483,2.9952
2019-05-23,3.3044,2.6739,3.1127,2.9631
2019-05-24,3.3072,2.6737,3.1253,2.9656
2019-05-27,3.356,2.7086,3.146,2.9917
2019-05-28,3.3146,2.7485,3.1601,3.0116
2019-05-29,3.2879,2.6974,3.1123,2.9438
2019-05-30,3.2748,2.6915,3.0716,2.9199
2019-05-31,3.2697,2.6773,3.0706,2.9148
2019-06-03,3.2432,2.6848,3.0629,2.9317
2019-06-04,3.2104,2.6645,3.0453,2.9303
2019-06-05,3.2102,2.6558,3.0555,2.9336
2019-06-06,3.2049,2.65,3.061,2.9308
2019-06-10,3.22,2.6532,3.0805,2.9588
2019-06-11,3.2602,2.6624,3.1142,2.9793
2019-06-12,3.2597,2.6683,3.1216,2.9797
2019-06-13,3.248,2.6807,3.099,2.9704
2019-06-14,3.2301,2.7286,3.0786,2.9556
2019-06-17,3.2255,2.7128,3.0607,2.9368
2019-06-18,3.2428,2.7141,3.066,2.937
2019-06-19,3.2426,2.7135,3.0664,2.9318
2019-06-20,3.2319,2.6618,3.0556,2.9183
2019-06-21,3.2365,2.6298,3.046,2.9092
2019-06-24,3.2458,2.6472,3.0693,2.937
2019-06-25,3.2351,2.6532,3.0538,2.9244
2019-06-26,3.2451,2.6434,3.0689,2.9315
2019-06-27,3.2553,2.6494,3.0744,2.9454
2019-06-28,3.2303,2.637,3.0589,2.9266
2019-07-01,3.2199,2.6363,3.0597,2.9406
2019-07-02,3.171,2.6206,3.0293,2.906
2019-07-03,3.1511,2.5817,3.0004,2.8764
2019-07-04,3.1505,2.5634,2.9885,2.8707
2019-07-05,3.1654,2.5953,3.0145,2.8923
2019-07-08,3.1803,2.6266,3.0399,2.9085
2019-07-09,3.1704,2.6224,3.0194,2.9102
2019-07-10,3.1708,2.6109,3.028,2.909
2019-07-11,3.1616,2.5924,3.0122,2.8883
2019-07-12,3.1577,2.6084,3.0218,2.8859
2019-07-15,3.1762,2.617,3.0315,2.9024
2019-07-16,3.1779,2.6148,3.0323,2.9014
2019-07-17,3.1768,2.6421,3.0281,2.8955
2019-07-18,3.1636,2.6366,3.0122,2.8878
2019-07-19,3.1609,2.6321,3.0092,2.8878
2019-07-22,3.1527,2.6324,2.9987,2.878
2019-07-23,3.1479,2.6184,2.9938,2.8779
2019-07-24,3.1662,2.6279,3.0136,2.8983
2019-07-25,3.166,2.6281,3.0097,2.8847
2019-07-26,3.1635,2.6193,3.0064,2.8888
2019-07-29,3.1858,2.6175,3.0265,2.8958
2019-07-30,3.1813,2.6227,3.021,2.8966
2019-07-31,3.1562,2.6191,2.9989,2.8799
2019-08-01,3.1465,2.5984,2.9865,2.8735
2019-08-02,3.1012,2.571,2.9399,2.8482
2019-08-05,3.0561,2.5554,2.8947,2.8191
2019-08-06,3.0593,2.5588,2.9258,2.8301
2019-08-07,3.0511,2.5635,2.9309,2.8293
2019-08-08,3.051,2.562,2.9408,2.822
2019-08-09,3.0274,2.5319,2.9177,2.7849
2019-08-12,3.0388,2.5717,2.92,2.7708
2019-08-13,3.0067,2.5885,2.902,2.7708
2019-08-14,3.0023,2.578,2.91,2.7701
